prob_pred,prob_true
0.06799694859357769,0.046511627906976744
0.15498104198230106,0.1888111888111888
0.2530075141553128,0.18726591760299627
0.3567134603698905,0.3185053380782918
0.4567064394747741,0.3957169459962756
0.5467164410578719,0.5754646840148699
0.6452642222784045,0.7161198288159771
0.7487867019054569,0.8181818181818182
0.8367553600793545,0.8745247148288974
0.9270179325884039,1.0
